tSNE1,tSNE2,tSNE3,tSNE4,area
-0.448325415,0.042162337,0.338753654,0.361405255,-0.160125207
-0.325457262,-0.103278783,-0.346899796,-0.417022116,-0.159855967
0.893625156,0.040039634,-0.798059762,-1.288608101,-0.158509766
0.326602536,-0.384170643,-0.332989141,-1.662908206,-0.157028945
-0.770514648,0.061129444,-0.941405672,-0.661075439,-0.156759705
-1.037304245,0.47160118,1.299036816,2.300877759,-0.156625085
0.014890226,-0.100113361,0.271457783,-0.315407988,-0.154336544
-0.02425856,0.03967292,-0.650476817,-0.725672623,-0.152586483
-1.032751795,-0.271466525,1.49821841,1.633865517,-0.152451863
-0.996320713,-0.730292235,1.553023257,1.024966447,-0.151509522
-1.039180063,-0.122053609,-0.937245609,-0.169847771,-0.151509522
-0.960915697,0.467698689,1.36954257,2.455507715,-0.150567181
-1.183834468,0.121617158,1.090174791,2.243219167,-0.142086116
-0.754464365,-0.268038111,1.792473506,1.647639725,-0.141951496
0.006701102,0.044538226,0.28348321,-0.068985742,-0.140470675
1.913964817,0.75480513,-1.258983892,-0.79340452,-0.139393714
-0.027375836,-0.051639304,0.323440336,-0.156051913,-0.138316754
-0.88688544,-0.021117049,1.529423966,1.894679666,-0.135758972
-0.876348822,-0.052786684,1.484811086,1.801580374,-0.134816631
-0.72577553,0.116880869,1.491105636,1.837204696,-0.131720369
0.932714903,0.253009223,-0.60484623,-0.868073153,-0.129027968
2.003896492,0.197100789,-1.456983224,-0.841942186,-0.128893348
-0.405849676,0.043426113,1.817746848,1.626789257,-0.128220247
1.958161208,-0.358300926,-1.186124005,-1.467785077,-0.126739426
-1.147519126,0.315997246,1.25205181,1.953674349,-0.125393225
-0.844852955,-0.005743364,0.137494436,0.644507875,-0.123373924
-1.286591005,-0.14663459,1.070575244,1.787916507,-0.122970064
-0.634169649,0.062593716,-0.924724612,-0.269141633,-0.122566203
-0.992059909,-0.152981968,1.405051657,1.580482705,-0.121085383
-0.818316143,0.178573374,1.479409286,2.01807103,-0.120143042
-1.271400752,-0.446049029,1.038782604,1.372556578,-0.119335321
-0.97977196,-0.019802725,-0.97473216,-0.116378298,-0.11664292
0.031431406,0.011302375,-0.638574345,-0.820562887,-0.115835199
1.923805732,0.559001661,-1.260824738,-1.446589992,-0.115565959
-0.756648179,-0.128809019,-0.947031547,-0.470321775,-0.114892859
-0.640506985,-0.157179041,-0.889324763,-0.568818113,-0.114892859
-0.407402395,0.015365789,1.661585439,1.467884965,-0.114758238
-0.503304225,-0.154064656,-0.45701094,-0.387184644,-0.113412038
0.743706688,0.129115845,-0.593207523,-1.174353533,-0.113008177
-1.050436802,0.437556557,1.358101003,2.465145131,-0.112873557
1.9689909,-0.042125559,-1.045847413,-1.392057993,-0.112469697
-0.53603141,-0.099790309,1.786594221,1.582832592,-0.109508055
2.032518461,0.243367607,-1.325077319,-0.708733413,-0.109373435
0.244796955,0.398145409,-0.452348493,-0.745610804,-0.107757994
1.750847203,-0.260470187,-1.039034824,-1.593717675,-0.104661732
-1.217505044,0.062828519,1.182362681,2.35451767,-0.104392492
-0.993111046,-0.490412756,1.440513093,1.721702855,-0.103046291
0.764026004,0.104636772,-0.700295999,-1.026348742,-0.102373191
1.796940942,-0.390975743,-1.145921949,-1.48632215,-0.10183471
-1.098058171,0.057247157,1.216231761,2.069023157,-0.10075775
0.695396218,-0.090358929,-0.632159643,-0.985144229,-0.097392247
-1.070067838,-0.0487835,-0.930063005,-0.050965581,-0.096449907
0.310805493,0.094019967,-0.343336741,-0.686864098,-0.093488265
-1.242375161,0.112845059,1.178907894,1.805543913,-0.092142064
1.775521041,0.63269435,-1.192188386,-1.133859171,-0.090526623
1.769849625,-0.498188131,-1.007631743,-1.082168588,-0.089584282
-0.217506986,0.080519267,-0.511805678,-0.367297762,-0.08581492
0.468485869,0.16791671,-0.488726668,-0.671506708,-0.082314798
0.92413672,0.431445264,-0.629752197,-0.791249333,-0.080564737
-0.330975268,-0.244425782,-0.358535727,-0.629543898,-0.076660754
-0.571510758,0.221306161,0.219273739,0.634287039,-0.074776073
-1.07053087,-0.070613212,-0.928730454,-0.078780465,-0.067371968
1.886921532,0.396275973,-1.377816477,-0.918680618,-0.067371968
0.245541321,-0.120608878,-0.453714733,-0.520602246,-0.066564248
0.068967521,0.049365888,-0.312163902,-0.558936497,-0.062256405
0.929471854,0.071784987,-0.672343485,-0.408621367,-0.057006222
-0.623004152,0.430043878,0.196858763,0.94011364,-0.052563759
-1.039433918,-0.126394563,-0.93682083,-0.174998416,-0.052563759
0.923372745,0.434138519,-0.62471692,-0.81915709,-0.050813698
-1.255655137,-0.26521454,1.130390335,1.99768286,-0.050409837
-0.483314615,-0.572199676,0.411175858,-0.299379936,-0.050140597
-0.388156351,-0.153012702,1.569463401,1.158220328,-0.049063637
-1.024062031,-0.034124955,-0.958776496,-0.085652021,-0.037486309
-0.999635824,0.433050353,1.381825256,1.98150666,-0.025639742
-0.435978742,-0.007272293,1.81268348,1.596047169,-0.017024056
1.74348163,0.540807198,-1.17174758,-1.491069421,-0.013120074
-1.080739918,0.494581489,1.265801576,2.181877568,-0.009081471
-0.612695522,-0.05916672,0.218212853,0.362177327,-0.005312109
-0.448246455,0.206717897,-0.626487489,-0.031341669,-0.003831288
-0.796657121,-0.143091651,-0.961990681,-0.45080623,0.005053638
0.207142353,0.420855321,-0.46461495,-0.444939788,0.006534459
-1.243191715,0.192680828,1.07434556,2.248993081,0.009092241
-0.365177388,-0.195823118,-0.809973611,-0.860408146,0.018381027
0.150057299,0.241470701,-0.400345129,-0.325247175,0.019323367
-0.501964433,-0.062686234,0.288110341,0.497827824,0.030092974
-1.070833387,-0.094571331,-0.924222206,-0.108533727,0.044901183
-1.1349374,-0.275152523,1.222920281,1.799477276,0.068190458
-0.52165019,0.128601594,1.429257934,1.554857229,0.113692047
-1.031696533,-0.367010678,1.495309067,1.716917481,0.129577218
0.929644932,0.07351454,-0.670574812,-0.421762204,0.132000379
0.186911962,-0.612435524,-0.32146823,-2.069685435,0.14855865
0.266822196,0.264798554,-0.420287903,-0.153935176,0.154347313
1.736517792,0.502739875,-1.043482703,-1.153664281,0.166732361
-1.275168763,0.229146528,1.0431491,1.802800422,0.178040448
1.839339419,-0.554177814,-1.030613129,-0.764370972,0.184367593
-0.701406083,-0.093624139,-0.959926505,-0.204327744,0.185444553
-0.407241533,-0.533177236,0.440075837,-0.305512326,0.19540644
-0.925672811,-0.019276086,1.472218346,1.860977215,0.204829846
-0.757502091,-0.770998173,1.536312117,0.801957373,0.206714527
-0.574102474,0.41138316,0.226047878,0.821541793,0.225561339
1.820567565,0.19604187,-0.946963336,-0.764417467,0.22744602
-0.01502769,-0.221993161,0.315257609,-0.439750404,0.230273042
-0.672061021,-0.301985886,0.194489431,0.106873347,0.281563295
0.966772836,0.030667574,-0.850271093,-1.457532801,0.296909984
1.858301368,0.648939664,-1.119187736,-0.992693959,0.316564517
-0.874836816,-0.057572158,-0.974798167,-0.264071984,0.375662735
-0.094964004,0.095930903,-0.482261464,-0.431697109,0.381720639
-0.535340261,-0.084473031,1.785642919,1.60026938,0.463165791
-0.509511199,0.162861528,0.080423552,0.449449289,0.466127432
1.897495541,0.118004281,-1.334595384,-0.656826719,0.495609231
-0.413915016,-0.555287279,1.733888948,0.818440023,0.529398873
-1.126091169,0.110083375,1.310995774,2.321978642,0.552957388
0.656670081,0.012812193,-0.550545965,-0.690525021,0.583381527
2.013497625,0.444486219,-1.127472437,-1.494147828,0.621479012
-0.75375527,0.13242697,0.166894854,0.73535161,0.661461177
1.079205218,0.145476032,-0.780176957,-0.895708798,0.745194871
-1.033962815,-0.022776707,-0.955313872,-0.057183042,0.751118154
-0.279213196,-0.097015313,-0.764893386,-0.771136673,0.912527638
0.716288746,-0.048233654,-0.819445812,-1.631938734,0.962337069
-0.573076896,0.276372481,0.20185194,0.82476057,0.989799567
-0.754616568,0.118211539,0.166513632,0.719076139,1.079860404
-0.498008612,-0.249850007,0.314086179,0.157250518,1.190383495
-0.445417602,-0.048486745,1.532500667,1.327821252,1.220942254
-0.347685331,0.300473031,0.33700615,0.650950158,1.883542318
-0.747631211,-0.007505705,-0.940358355,-0.23098659,2.149416987
-0.255290018,-0.012524459,-0.740792787,-0.646148247,2.299249143
0.161159835,-0.129287729,-0.464563227,-0.665759289,2.443561875
0.74901574,0.051833677,-0.670153801,-1.166469064,3
-0.664783078,0.114721124,-0.954545713,-0.201054864,3
-0.348934557,0.268703255,0.321904499,0.613152558,3
